"id","local_name","unique_name","latitude","longitude","population"
8851,"Sint Niklaas, Vlaanderen, België - Belgique - Belgien","sint-niklaas",51.1717,4.1432,
8852,"Sint Truiden, Vlaanderen, België - Belgique - Belgien","sint-truiden",50.8176,5.1767,
9817,"Moutiers-Rozeille, Nouvelle-Aquitaine, France","moutiers-rozeille",45.9167,2.1974,
7315,"Les Mées, Provence-Alpes-Côte d'Azur, France","les-mees",44.02977,5.9745,
9819,"Münsbach, Canton Luxembourg, Luxembourg","munsbach",49.6295,6.268,
7318,"Les Mureaux, Île-de-France, France","les-mureaux",48.9926,1.9072,
7319,"Les Neyrolles, Auvergne-Rhône-Alpes, France","les-neyrolles",46.14073,5.6328,
4940,"okres Trebišov, Košický kraj, Slovensko","okres-trebisov",48.7001914978027,21.6548805236816,
4991,"Saint-Michel, Nouvelle-Aquitaine, France","saint-michel",45.635457,0.124071,
4945,"okres Žilina, Žilinský kraj, Slovensko","okres-zilina",49.2215903,18.7419519,
5073,"Zweibrücken, Rheinland-Pfalz, Deutschland","zweibrucken",49.247358,7.357167,
5046,"Visuć, Ličko-Senjska županija, Hrvatska","visuc",44.5309868,15.7659518,
4924,"okres Humenné, Prešovský kraj, Slovensko","okres-humenne",48.9303131103516,21.9003715515137,
10045,"Saix, Occitanie, France","saix",43.582,2.184,
6119,"Châteaubriant, Pays-de-la-Loire, France","chateaubriant",47.7173,-1.3717,
7992,"Oudenaarde, Vlaanderen, Belgique","oudenaarde",50.8506,3.6008,
2180,"Paracin, Central Serbia, Serbia","paracin",43.8608333,21.4077778,
625,"Parc Bagatelle, Hauts-de-France, France","parc-bagatelle",50.431079,1.606165,
1177,"Pas de la Case, Encamp, Andorra","pas-de-la-case",42.543888,1.73478,
219,"De Panne, Flandre, Belgique","de-panne",51.0962794,2.5905629,
2696,"Whitley Bay, England, United Kingdom","whitley-bay",55.02979945,-1.50825589961419,
2711,"Wisbech, England, United Kingdom","wisbech",52.5628706,0.0101147913698685,
2721,"Workington, England, United Kingdom","workington",54.70875575,-3.25250742259892,
6184,"Chiusi Chianciano T, TOS, Italia","chiusi-chianciano-t",43.0025,11.9578,
5632,"Avricourt, Grand-Est, France","avricourt",48.65083,6.8063899999999995,
5633,"Ayencourt, Hauts-de-France, France","ayencourt",49.6268,2.5552,
9914,"Prevessin, Auvergne-Rhône-Alpes, France","prevessin",46.2542,6.0811,
9917,"Puebla de Sanabria, Castilla y León, España","puebla-de-sanabria",42.0547,-6.6339999999999995,
9855,"Ostend, Vlaanderen, Belgique","ostend",51.227940000000004,2.92528,
1375,"Biel-Pole, Bijelo Polje, Montenegro","biel-pole",43.0427882,19.7636433850648,
9441,"Bienne, Bern, Schweiz","bienne",47.1331,7.2431399999999995,
821,"Szczecin, Zachodniopomorskie, Polska","szczecin",53.4285438,14.5528116,408172
818,"Sveta Nedelja, Zagrebačka županija, Hrvatska","sveta-nedelja",45.7967384,15.7762862,
5979,"Calahorra, La Rioja, España","calahorra",42.3037,-1.965,
2228,"Pokrovsk, Donetsk, Ukraine","pokrovsk",48.28307295,37.1662553264242,
8175,"Port d'Atelier Amance, Bourgogne-Franche-Comté, France","port-datelier-amance",47.763000000000005,6.0360000000000005,
2260,"Prenzlau, Brandenburg, Deutschland","prenzlau",53.3167,13.866575,
2722,"Worksop, England, United Kingdom","worksop",53.34945205,-0.961660301193982,
6779,"GRIGNAN, Auvergne-Rhône-Alpes, France","grignan",44.419909999999994,4.90805,
6782,"Groisy - Thorens - La Caille, Auvergne-Rhône-Alpes, France","groisy---thorens---la-caille",46.0112,6.1751,
6801,"Gujan-Mestras, Nouvelle-Aquitaine, France","gujan-mestras",44.6405,-1.069,
819,"Sveti Filip i Jakov, Zadarska županija, Hrvatska","sveti-filip-i-jakov",43.9621868,15.4284425,
6130,"Châteauneuf-sur-Cher, Centre-Val de Loire, France","chateauneuf-sur-cher",46.856640000000006,2.31018,
6135,"Château-Thierry, Hauts-de-France, France","chateau-thierry",49.0381,3.4094,
6136,"Châtelaillon, Nouvelle-Aquitaine, France","chatelaillon",46.0782,-1.091,
6155,"Chauny, Hauts-de-France, France","chauny",49.6112,3.2236,
5825,"Boeblingen, Baden-Württemberg, Deutschland","boeblingen",48.6875,9.0039,
9458,"Brennero, Trentino-Alto Adige, Italia","brennero",47.0022,11.5053,
8406,"Saint-Aigulin - La Roche-Chalais, Nouvelle-Aquitaine, France","saint-aigulin---la-roche-chalais",45.1571,-0.0192,
5648,"Bagnols - Chadenet, Occitanie, France","bagnols---chadenet",44.5285,3.6284,
5649,"Bagnols Stade, Auvergne-Rhône-Alpes, France","bagnols-stade",45.5096,2.5933,
835,"Timișoara, Timiș, România","timișoara",45.7488716,21.2086793,319279
125,"Borca di Cadore, Veneto, Italia","borca-di-cadore",46.4357507,12.21939,
9888,"Peyruis, Provence-Alpes-Côte d'Azur, France","peyruis",44.0272,5.9371,
8404,"Saint-Agnet, Nouvelle-Aquitaine, France","saint-agnet",43.6089,-0.2724,
5918,"Brienz, Berne, Schweiz","brienz",46.7547,8.0389,
8329,"Romanshorn, Thurgau, Schweiz","romanshorn",47.5657,9.3773,
909,"Westendorf, Tirol, Österreich","westendorf",47.4320501,12.2140932,
825,"Tarbes, Occitanie, France","tarbes",43.229995,0.08026,
831,"Terni, Umbria, Italia","terni",42.569497,12.65236,112227
852,"Tribunj, Šibensko-Kninska županija, Hrvatska","tribunj",43.7569503,15.7475655,
6159,"Cheilly-les-Maranges, Bourgogne-Franche-Comté, France","cheilly-les-maranges",46.89262,4.6759900000000005,
6164,"Chenonceaux, Centre-Val de Loire, France","chenonceaux",47.33067,1.06651,
6167,"Cherbourg, Normandie, France","cherbourg",49.6335,-1.6214,
6171,"Chevillon, Grand-Est, France","chevillon",48.52394,5.11216,
5949,"Buehl Baden, Baden-Württemberg, Deutschland","buehl-baden",48.6961,8.1286,
1444,"Burgas, Bourgas, Bulgaria","burgas",42.4942274,27.4550161,
1446,"Burton upon Trent, England, United Kingdom","burton-upon-trent",52.8879159,-1.90293872010194,
1447,"Buxton, England, United Kingdom","buxton",53.3675462,-1.85287454915649,
1449,"Byala, Varna, Bulgaria","byala",42.8919239,27.7951056700187,
5659,"Balazuc RD, Auvergne-Rhône-Alpes, France","balazuc-rd",44.5034,4.3855,
9947,"Rompon, Auvergne-Rhône-Alpes, France","rompon",44.7614,4.7217,
5663,"Balma - Gramont Métro (Balma), Occitanie, France","balma---gramont-metro-",43.6289,1.4823,
5664,"Balsicas Mar Menor Estacion, Murcia, España","balsicas-mar-menor-estacion",37.8122,-0.95,
10011,"Saint-Martin-d'Hères, Auvergne-Rhône-Alpes, France","saint-martin-dheres",45.166000000000004,5.766,
10024,"Saint-Paul-Cap-de-Joux, Occitanie, France","saint-paul-cap-de-joux",43.65,1.983,
7663,"Meulan Gare, Île-de-France, France","meulan-gare",49.0056,1.9027,
10028,"Saint-Pierre-de-Chandieu, Auvergne-Rhône-Alpes, France","saint-pierre-de-chandieu",45.6688,5.0063,
861,"Udine, Friuli-Venezia Giulia, Italia","udine",46.057273,13.242765,
864,"Ulm, Baden-Württemberg, Deutschland","ulm",48.4010822,9.9876076,117977
10039,"Saint-Sauveur, Bourgogne-Franche-Comté, France","saint-sauveur",47.8059,6.3833,
10042,"Saint-Trond, Vlaanderen, Belgique","saint-trond",50.8176,5.1767,
10044,"Saint-Vaury, Nouvelle-Aquitaine, France","saint-vaury",46.2039,1.7561,
9978,"Sainte-Croix, Grand-Est, France","sainte-croix",48.2669,7.2355,
9981,"Sainte-Marie, Grand-Est, France","sainte-marie",48.2526,7.1944,
9982,"Sainte-Menehould, Grand-Est, France","sainte-menehould",49.0925,4.8983,
10046,"Salies-de-Béarn, Nouvelle-Aquitaine, France","salies-de-bearn",43.47076,-0.9249200000000001,
2364,"Sanktanna, Arad, România","sanktanna",46.34822635,21.5006795546483,
2375,"Santa Susanna, Cataluña, España","santa-susanna",41.6357256,2.7065933,
762,"Schrobenhausen, Bayern, Deutschland","schrobenhausen",48.5626401,11.2630624,
2399,"Selvazzano Dentro, Veneto, Italia","selvazzano-dentro",45.3897901,11.7858919,
1018,"Uelzen, Niedersachsen, Deutschland","uelzen",52.9668375,10.5586149,
2612,"Urleta, Prahova, România","urleta",45.0860026,25.794693,
2631,"Vaulx-en-Velin, Auvergne-Rhône-Alpes, France","vaulx-en-velin",45.7784255,4.9206153,
9102,"Vaux-sous-Aubigny, Grand-Est, France","vaux-sous-aubigny",47.65761,5.2932,
9980,"Sainte-Marie-aux-Mines, Grand-Est, France","sainte-marie-aux-mines",48.2462,7.1838,
7760,"Montfey, Grand-Est, France","montfey",48.0671,3.875,
6172,"Chevilly, Centre-Val de Loire, France","chevilly",48.0267,1.8789,
1574,"Despotovac, Central Serbia, Serbia","despotovac",44.0954702,21.4366052,
9509,"chambray-lès-tours, Centre-Val de Loire, France","chambray-les-tours",47.33886,0.71413,
1274,"Želechovice n. Dřev., Střední Morava, Česko","zelechovice-n.-drev.",49.2187957763672,17.7463226318359,
1033,"Žiar nad Hronom, Banskobystrický kraj, Slovensko","ziar-nad-hronom",48.57579075,18.9094792347147,
9983,"Saint-Etienne-de-Boulogne, Auvergne-Rhône-Alpes, France","saint-etienne-de-boulogne",44.70117,4.45833,
9987,"Saint-Gengoux-le-National, Bourgogne-Franche-Comté, France","saint-gengoux-le-national",46.6122,4.6667,
9988,"Saint-Genou, Centre-Val de Loire, France","saint-genou",46.9275,1.338,
9989,"Saint-Georges-de-Mons, Auvergne-Rhône-Alpes, France","saint-georges-de-mons",45.9404,2.8402,
10027,"Saint-Phal, Grand-Est, France","saint-phal",48.12045,3.9962199999999997,
9084,"VALLON PONT ARC GARE ROUTIERE, Auvergne-Rhône-Alpes, France","vallon-pont-arc-gare-routiere",44.40735,4.39524,
9088,"Valras-Plage Gare Routière, Occitanie, France","valras-plage-gare-routiere",43.2471,3.29,
9089,"Valréas Rond-Point, Provence-Alpes-Côte d'Azur, France","valreas-rond-point",44.3861,5.0068,
9229,"Villiers-en-Lieu, Grand-Est, France","villiers-en-lieu",48.66637,4.90041,
9230,"Villiers-le-Sec, Grand-Est, France","villiers-le-sec",48.10583,5.06306,
9243,"Virieu-le-Grand - Belley, Auvergne-Rhône-Alpes, France","virieu-le-grand---belley",45.84833,5.65375,
9252,"Vitrey-sur-Mance, Bourgogne-Franche-Comté, France","vitrey-sur-mance",47.8138,5.75994,
8452,"Saint-Cyr-en-Val - La Source, Centre-Val de Loire, France","saint-cyr-en-val---la-source",47.8193,1.9476,
8901,"St Poelten, Niederösterreich, Österreich","st-poelten",48.2045,15.6227,
5835,"Bolbec - Nointot, Normandie, France","bolbec---nointot",49.591440000000006,0.48463,
6174,"Chevrières, Hauts-de-France, France","chevrieres",49.3372,2.6824,
1397,"Böblingen, Baden-Württemberg, Deutschland","boblingen",48.67951155,9.02946773674207,
1336,"Bălți, Municipiul Bălți, Moldova","balți",47.7584953,27.9113897,
9478,"Cabra del Santo Cristo y Alicún, Andalucía, España","cabra-del-santo-cristo-y-alicun",37.6081,-3.1371,
10053,"San Dona di Piave, Veneto, Italia","san-dona-di-piave",45.6407,12.5602,
6355,"Damiatte - Saint-Paul, Occitanie, France","damiatte---saint-paul",43.6562,1.9744,
10051,"Sampigny, Grand-Est, France","sampigny",48.8306,5.5096,
10052,"Sancerre, Centre-Val de Loire, France","sancerre",47.332359999999994,2.83691,
10057,"San Margherita Ligure, Liguria, Italia","san-margherita-ligure",44.3369,9.2166,
10063,"San Vincenzo, Toscana, Italia","san-vincenzo",43.0999,10.5393,
5864,"BOURGANEUF-GARE ROUTIERE, Nouvelle-Aquitaine, France","bourganeuf-gare-routiere",45.95695,1.7572400000000001,
5899,"Brennero Brenner, TAA, Italia","brennero-brenner",47.0022,11.5053,
5901,"Brest Centralnyi, Brest Centralnyiская область, Беларусь","brest-centralnyi",52.096000000000004,23.703000000000003,
5906,"Breteuil Place Lafitte, Normandie, France","breteuil-place-lafitte",48.8362,0.9174,
5907,"Breteuil RN, Hauts-de-France, France","breteuil-rn",49.6362,2.2974,
5914,"Briatexte Halte, Occitanie, France","briatexte-halte",43.7513,1.9084,
5915,"Bricon La Poste, Grand-Est, France","bricon-la-poste",48.0813,4.9783,
5916,"Bridore Carrefour 943, Centre-Val de Loire, France","bridore-carrefour-943",47.059470000000005,1.08386,
8590,"Saint-Maixent - Deux-Sèvres, Nouvelle-Aquitaine, France","saint-maixent---deux-sevres",46.40648,-0.20143,
6206,"Civray Grand Entrevin, Centre-Val de Loire, France","civray-grand-entrevin",46.9936,2.1667,
6210,"Clairvaux D12, Grand-Est, France","clairvaux-d12",48.14586,4.79324,
6179,"Chindrieux, Auvergne-Rhône-Alpes, France","chindrieux",45.8035,5.8468,
6180,"Chinon, Centre-Val de Loire, France","chinon",47.163000000000004,0.2518,
6181,"Chirac, Occitanie, France","chirac",44.5242,3.2642,
1455,"Caernarfon, Wales, United Kingdom","caernarfon",53.1390298,-4.2691852,
10015,"Saint-Medard-la-Rochette, Nouvelle-Aquitaine, France","saint-medard-la-rochette",46.02536,2.1348700000000003,
9153,"Veurne, Vlaanderen, Belgique","veurne",51.0725,2.6695,
10073,"Senningerberg, Canton Luxembourg, Luxembourg","senningerberg",49.6345,6.2163,
10068,"Savigny-sur-Braye, Centre-Val de Loire, France","savigny-sur-braye",47.87957,0.8095399999999999,
10072,"Seilhac, Nouvelle-Aquitaine, France","seilhac",45.367329999999995,1.7139,
10074,"Serre-Chevalier, Provence-Alpes-Côte d'Azur, France","serre-chevalier",44.9121,6.5496,
10078,"Sewen, Grand-Est, France","sewen",47.806999999999995,6.9071,
10088,"Soual, Occitanie, France","soual",43.554140000000004,2.11564,
6367,"Darmstadt (DE), Hessen, Deutschland","darmstadt-",49.8725,8.6294,
10109,"Theix, Auvergne-Rhône-Alpes, France","theix",45.6997,3.0059,
6218,"CLERMONT-FERRAND-1ERMAI, Auvergne-Rhône-Alpes, France","clermont-ferrand-1ermai",45.7854,3.1014,
6252,"Concots Eglise, Occitanie, France","concots-eglise",44.40132,1.64463,
6253,"Condat Bonaguil, Nouvelle-Aquitaine, France","condat-bonaguil",44.494,0.996,
6257,"Condom, Occitanie, France","condom",43.9582,0.37525,
10145,"Valras-Plage, Occitanie, France","valras-plage",43.2471,3.29,
10146,"Valréas, Provence-Alpes-Côte d'Azur, France","valreas",44.3861,5.0068,
10149,"Velluire, Pays-de-la-Loire, France","velluire",46.40529,-0.8936200000000001,
10150,"Vendine, Occitanie, France","vendine",43.5816,1.766,
6423,"Dompaire, Grand-Est, France","dompaire",48.22167,6.22222,
6430,"Don - Sainghin, Hauts-de-France, France","don---sainghin",50.55177,2.9144799999999997,
6183,"Chissay-en-Touraine, Centre-Val de Loire, France","chissay-en-touraine",47.3348,1.1331,
5733,"Bebra, Hessen, Deutschland","bebra",50.9796,9.7977,
1460,"Calella, Cataluña, España","calella",41.6132925,2.6576102,
881,"Verona, Veneto, Italia","verona",45.4383842,10.9916215,
9521,"Châtel Guyon, Auvergne-Rhône-Alpes, France","chatel-guyon",45.9194,3.0728,
6463,"Écouché, Normandie, France","ecouche",48.71752,-0.12409,
6564,"FELLETIN - GARE, Nouvelle-Aquitaine, France","felletin---gare",45.8863,2.1698,
6565,"FELLETIN-LMB, Nouvelle-Aquitaine, France","felletin-lmb",45.8825,2.1746,
6566,"FELLETIN-MAIRIE, Nouvelle-Aquitaine, France","felletin-mairie",45.88399999999999,2.17,
6567,"Fénétrange, Grand-Est, France","fenetrange",48.84698,7.02301,
6568,"Ferney-Voltaire, Auvergne-Rhône-Alpes, France","ferney-voltaire",46.255829999999996,6.10806,
5948,"BUDELIERE CENTRE, Nouvelle-Aquitaine, France","budeliere-centre",46.22074,2.46743,
7041,"La Croix-Blanche, Nouvelle-Aquitaine, France","la-croix-blanche",44.29396,0.6925100000000001,
6502,"Erfurt HBF, Thüringen, Deutschland","erfurt-hbf",50.9725,11.0383,
10697,"Καρδάμαινα, Περιφέρεια Νοτίου Αιγαίου, Ελλάδα","καρδάμαινα",36.7823944,27.1432793,
10698,"Κως, Περιφέρεια Νοτίου Αιγαίου, Ελλάδα","κως",36.8940286,27.2866636,
6349,"Cult, Bourgogne-Franche-Comté, France","cult",47.3125,5.7366,
6394,"Diedendorff, Grand-Est, France","diedendorff",48.8794,7.0453,
882,"Verrès, Valle d'Aosta, Italia","verres",45.667442,7.687927,
6190,"Chorges, Provence-Alpes-Côte d'Azur, France","chorges",44.54600000000001,6.2721,
6191,"Chouzy, Centre-Val de Loire, France","chouzy",47.52016,1.24711,
1092,"Giraltovce, Prešovský kraj, Slovensko","giraltovce",49.1167411804199,21.5202026367188,
6818,"Hanau HBF, Hessen, Deutschland","hanau-hbf",50.12151,8.930069999999999,
6808,"Haguenau, Grand-Est, France","haguenau",48.8135,7.7829,
6830,"Heches, Occitanie, France","heches",43.017790000000005,0.37285999999999997,
6357,"Dampierre Saint Nicolas Carrefour, Normandie, France","dampierre-saint-nicolas-carrefour",49.8578,1.2056,
6359,"Damville Place de La Halle, Normandie, France","damville-place-de-la-halle",48.8709,1.0777,
6380,"Demu Centre, Occitanie, France","demu-centre",43.7654,0.16618,
6385,"Deols, Centre-Val de Loire, France","deols",46.82585,1.7006400000000002,
6392,"Diarville, Grand-Est, France","diarville",48.3976,6.1269,
6404,"Diou Ville Allier (Bus), Auvergne-Rhône-Alpes, France","diou-ville-allier-",46.5305,3.7513,
6405,"Dirinon, Bretagne, France","dirinon",48.392720000000004,-4.28528,
6954,"Kautenbach, Canton Wiltz, Lëtzebuerg","kautenbach",49.9524,6.0211,
8461,"Saint Didier Sous Aubenas Centre, Auvergne-Rhône-Alpes, France","saint-didier-sous-aubenas-centre",44.607,4.4152,
5053,"Weiden i.d.OPf., Bayern, Deutschland","weiden-i.d.opf.",49.670404,12.154855,
7019,"La Chapelle-Glain Gare, Pays de la Loire, France","la-chapelle-glain-gare",47.62378,-1.19767,
6968,"Knokke, Vlaanderen, België - Belgique - Belgien","knokke",51.3396,3.2841,
6534,"Etsaut, Nouvelle-Aquitaine, France","etsaut",42.912290000000006,-0.57103,
6536,"ETTENDORF GARE ROUTIERE, Grand-Est, France","ettendorf-gare-routiere",48.8133,7.585089999999999,
6539,"EVAUX-LES-BAINS-STADE, Nouvelle-Aquitaine, France","evaux-les-bains-stade",46.17,2.4798,
6542,"Exideuil-sur-Vienne, Nouvelle-Aquitaine, France","exideuil-sur-vienne",45.8863,0.6672,
4800,"Coulounieix-Chamiers, Nouvelle-Aquitaine, France","coulounieix-chamiers",45.14312,0.698516,
5487,"Ambarès-et-Lagrave, Nouvelle-Aquitaine, France","ambares-et-lagrave",44.928540000000005,-0.49722,
9391,"Ametlla Del Mar, Cataluña, España","ametlla-del-mar",40.8851,0.8034,
5498,"Ampilly-le-Sec, Bourgogne-Franche-Comté, France","ampilly-le-sec",47.80921,4.5309,
1467,"Canet de Mar, Cataluña, España","canet-de-mar",41.5900933,2.5777998,
1688,"Gorica, Dubrovačko-Neretvanska županija, Hrvatska","gorica",42.83309,17.6834953,
1109,"Hranice na M., Hranice na M., Hranice, Střední Morava, okres Přerov, Česko","hranice-na-m.",49.5657806396484,17.7422771453857,
1246,"Ústí n.L., Ústí n.L., Ústí nad Labem, Severozápad, okres Ústí nad Labem, Česko","usti-n.l.",50.6581573486328,14.0394401550293,
6796,"GUILHERAND GRANGES BOTTET, Auvergne-Rhône-Alpes, France","guilherand-granges-bottet",44.93227,4.87174,
6813,"Haluchere-Batignolles., Pays-de-la-Loire, France","haluchere-batignolles.",47.248999999999995,-1.5227,
97,"Bergen (Celle), Niedersachsen, Deutschland","bergen-",52.8092281,9.9641638,
6821,"Hargicourt - Pierrepont, Hauts-de-France, France","hargicourt---pierrepont",49.71402,2.53153,
6964,"Kintzheim Mairie, Grand-Est, France","kintzheim-mairie",48.2546,7.3948,
7020,"La Chapelle Saint Luc Salengro, Grand-Est, France","la-chapelle-saint-luc-salengro",48.3166,4.0404,
7022,"La Chapelle-sous-Dun, Bourgogne-Franche-Comté, France","la-chapelle-sous-dun",46.2581,4.2956,
7021,"Lachapelle-sous-Aubenas, Auvergne-Rhône-Alpes, France","lachapelle-sous-aubenas",44.56406,4.3636800000000004,
4845,"Hranice, Střední Morava, Česko","hranice",49.5657806396484,17.7422771453857,
897,"Wangen, Baden-Württemberg, Deutschland","wangen",47.6874999,9.830971,
6201,"Cittadella, Veneto, Italia","cittadella",45.6439,11.79,
5501,"Amriswil, Thurgau, Schweiz","amriswil",47.5503,9.3022,
5510,"Andernach, Rheinland-Pfalz, Deutschland","andernach",50.4353,7.4037,
5514,"Andujar, Andalucía, España","andujar",38.0368,-4.0544,
1303,"Ansfelden, Oberösterreich, Österreich","ansfelden",48.2094498,14.2901754,
5679,"Barcelonne-du-Gers, Occitanie, France","barcelonne-du-gers",43.70345,-0.23593000000000003,
5680,"Barco de Valdeorras, Galicia, España","barco-de-valdeorras",42.4154,-6.9825,
5720,"Beaumont-de-Lomagne, Occitanie, France","beaumont-de-lomagne",43.87849,0.98567,
5729,"Beauvoir-sur-Mer, Pays-de-la-Loire, France","beauvoir-sur-mer",46.91505,-2.04136,
6021,"Castanet-Tolosan, Occitanie, France","castanet-tolosan",43.517179999999996,1.49815,
7443,"Lortet, Occitanie, France","lortet",43.0426,0.3795,
9156,"Veynes - Dévoluy, Provence-Alpes-Côte d'Azur, France","veynes---devoluy",44.5323,5.816330000000001,
9015,"Tournemire - Roquefort, Occitanie, France","tournemire---roquefort",43.9697,3.017,
7311,"Les Laumes - Alésia, Bourgogne-Franche-Comté, France","les-laumes---alesia",47.542970000000004,4.46252,
7290,"Les 4 Routes de Saignes Gare, Auvergne-Rhône-Alpes, France","les-4-routes-de-saignes-gare",45.3537,2.4635,
7291,"Les Abrets - Fitilieu, Auvergne-Rhône-Alpes, France","les-abrets---fitilieu",45.54201,5.57543,
7292,"Les Ancizes-Comps, Auvergne-Rhône-Alpes, France","les-ancizes-comps",45.92535,2.81074,
7405,"Loano, Luguria, Italia","loano",44.1225,8.2544,
5851,"Bords, Nouvelle-Aquitaine, France","bords",45.8944,-0.7984,
6200,"Ciry-le-Noble, Bourgogne-Franche-Comté, France","ciry-le-noble",46.6041,4.2997,
6203,"Ciudad Rodrigo, Castilla y León, España","ciudad-rodrigo",40.5971,-6.5228,
11697,"Львів, Львівська область, Україна","львів",49.842,24.0316,
9435,"Bergen, Noord-Brabant, Nederland","bergen-nederland",51.4942,4.2956,
5772,"Beroun, Střední Čechy, Česko","beroun",49.9575,14.0783,
9436,"Bertrange, Luxembourg, Luxembourg","bertrange",49.61600000000001,6.0616,
5789,"Biasca, Ticino, Schweiz","biasca",46.3519,8.9739,
5790,"Biberach Riss, Baden-Württemberg, Deutschland","biberach-riss",48.1014,9.7931,
5800,"Bilzen, Vlaanderen, Belgique","bilzen",50.8719,5.5167,
7347,"Le Tréport, Normandie, France","le-treport",50.0627,1.3759700000000001,
6023,"Casteljaloux La Poste, Nouvelle-Aquitaine, France","casteljaloux-la-poste",44.3139,0.0855,
7348,"Leucate - La Franqui, Occitanie, France","leucate---la-franqui",42.9328,3.0128,
7336,"Le Subdray Lycee Agricole, Centre-Val de Loire, France","le-subdray-lycee-agricole",47.0107,2.2936,
6022,"Casteljaloux Lac de Clarens, Nouvelle-Aquitaine, France","casteljaloux-lac-de-clarens",44.2935,0.0718,
7337,"Les Vans, Auvergne-Rhône-Alpes, France","les-vans",44.40482,4.1316,
7339,"Le Syndicat, Grand-Est, France","le-syndicat",48.0235,6.685,
7354,"Le Vauriat, Auvergne-Rhône-Alpes, France","le-vauriat",45.8603,2.9206,
7360,"Lezignan Aude, Occitanie, France","lezignan-aude",43.20023,2.76962,
7361,"Lezo Renteria, Euskadi, España","lezo-renteria",43.3219,-1.8997,
7363,"L'Habitarelle, Occitanie, France","lhabitarelle",44.63399999999999,3.676,
7154,"LARGENTIERE07, Auvergne-Rhône-Alpes, France","largentiere07",44.54247,4.29242,
27,"Andria, Puglia, Italia","andria",41.240961,16.292604,100333
9386,"Alcala de Chisvert, Valenciana, España","alcala-de-chisvert",40.3047,0.2286,
5465,"Alegria de Alava, Euskadi, España","alegria-de-alava",42.8415,-2.5135,
903,"Weiden in der Oberpfalz, Bayern, Deutschland","weiden-in-der-oberpfalz",49.670404,12.154855,
5801,"Bingen Rhein, Rheinland-Pfalz, Deutschland","bingen-rhein",49.9701,7.9048,
5806,"Bischtroff-sur-Sarre, Grand-Est, France","bischtroff-sur-sarre",48.90238,7.07344,
9447,"Bitterfeld","bitterfel",51.6233,12.3156,
5817,"Blankenberge, Vlaanderen, Belgique","blankenberge",51.3124,3.1339,
1405,"Borispol, Kiev, Ukraine","borispol",50.3512101,30.95077,
1410,"Botoșani, Botoșani, România","botoșani",47.7450706,26.6599858,
5868,"Bourg-Lastic, Auvergne-Rhône-Alpes, France","bourg-lastic",45.647220000000004,2.5583299999999998,
5871,"Bourg-Saint-Bernard, Occitanie, France","bourg-saint-bernard",43.60008,1.7137099999999998,
7381,"L'Île-d'Elle, Pays de la Loire, France","lile-delle",46.32909,-0.9466100000000001,
7160,"Larnagol Village, Occitanie, France","larnagol-village",44.47588,1.7777900000000002,
7383,"Limay, Île-de-France, France","limay",48.983000000000004,1.733,
7386,"LIMOGES-CHASTAING, Nouvelle-Aquitaine, France","limoges-chastaing",45.84,1.26,
7388,"Limogne, Occitanie, France","limogne",44.3976,1.7710700000000001,
7181,"Lasséran, Occitanie, France","lasseran",43.5922,0.5378,
7407,"LOCHES AGNES SOREL, Centre-Val de Loire, France","loches-agnes-sorel",47.1165,0.9831,
898,"Warendorf, Nordrhein-Westfalen, Deutschland","warendorf",51.9538685,7.9908987,
1295,"Aleksinac, Central Serbia, Serbia","aleksinac",43.5366707,21.7381527092887,
1297,"Alexandroupoli, Evros,Greece","alexandroupoli",40.845692,25.8753275,
1364,"Berg, Bayern, Deutschland","berg",50.3751292,11.7774254,
5952,"Buende Westf, Nordrhein-Westfalen, Deutschland","buende-westf",52.2019,8.5733,
5980,"Calasparra, Murcia, España","calasparra",38.2695,-1.6796,
11586,"Tăuții de Sus, Maramureș, România","tauții-de-sus",47.658,23.6419,
7436,"Lonlay-le-Tesson, Normandie, France","lonlay-le-tesson",48.64348,-0.35279,
7447,"Loudun, Nouvelle-Aquitaine, France","loudun",47.0159,0.0837,
7451,"Loupiac Cafe, Occitanie, France","loupiac-cafe",44.317,2.0273,
8467,"Sainte-Christie-d'Armagnac, Occitanie, France","sainte-christie-darmagnac",43.785,-0.0082,
7470,"Luc Lozère, Occitanie, France","luc-lozere",44.650090000000006,3.89091,
7471,"Lucon Centre, Pays-de-la-Loire, France","lucon-centre",46.45525,-1.17005,
7475,"Ludwigsburg, Baden-Württemberg, Deutschland","ludwigsburg",48.8919,9.1853,
7476,"Lueneburg, Niedersachsen, Deutschland","lueneburg",53.2494,10.4197,
7218,"Le Blanc Place Du Bateau, Centre-Val de Loire, France","le-blanc-place-du-bateau",46.63305,1.06384,
7220,"Le Bosquet, Provence-Alpes-Côte d'Azur, France","le-bosquet",43.551390000000005,6.98158,
7222,"Le Breuil, Auvergne-Rhône-Alpes, France","le-breuil",45.89472,4.58726,
7272,"Leoben HBF, Steiermark, Österreich","leoben-hbf",47.3864,15.09,
7268,"Lend, Salzburg, Österreich","lend",47.2975,13.0647,
966,"Hollerech, Luxembourg, Lëtzebuerg","hollerech",49.6020913,6.11609025985754,
6207,"Civrieux-d'Azergues, Auvergne-Rhône-Alpes, France","civrieux-dazergues",45.859190000000005,4.7184099999999995,
6208,"Cize-Bolozon, Auvergne-Rhône-Alpes, France","cize-bolozon",46.2136,5.4539,
6209,"Clacy-et-Thierret, Hauts-de-France, France","clacy-et-thierret",49.544,3.5768,
