"id","unique_name","latitude","longitude"
1478,"Bremen ZOB",53.08318810000001,8.809106400000019
1479,"Bremerhaven Bhf",53.536570999999995,8.599827000000001
1480,"Brentwood",51.6208714,0.30474609999998997
1481,"Brescia Autostazione",45.53345119999999,10.214426799999961
1482,"Brescia Ovest",45.5333506,10.17604210000002
1483,"Brescia (SAIA bus station)",45.533056,10.214444
1484,"Brestovsko",44.008155200000004,18.02691359999994
1485,"Brest ZOB",52.0989328,23.69129759999998
1486,"Bridgend",51.5319651,-3.5723034000000093
1487,"Bridgwater",51.1297424,-2.9993160999999904
1488,"Bridlington",54.08386059999999,-0.18898030000003
1489,"Bridport Coach Station",50.73359869999999,-2.76211650000005
1490,"Brierfield",53.82473,-2.2343682000000604
1491,"Brighouse",53.702621400000005,-1.7803698000000199
1492,"Brighton Patcham",50.83665,-0.13647000000003
1493,"Brighton Pool Valley Coach Station",50.819942299999994,-0.13828929999999998
1494,"Brighton Preston Circus",50.8336987,-0.13962800000002
1495,"Brighton Preston Park",50.845054600000005,-0.15141270000004
1496,"Brighton University",50.86256229999999,-0.08800640000004
1497,"Brighton Withdean Park",50.83665,-0.13647000000003
1498,"Brighton York Place",50.8287445,-0.13555810000003002
1499,"Brignoles 35",43.418172399999996,6.064558600000059
1500,"Bristol",51.3868473,-2.7082057999999702
1501,"Bristol Airport",51.386772,-2.7106790999999903
1502,"Bristol Bishopsworth",51.418232700000004,-2.61713980000002
1503,"Bristol Black Boy Hill",51.47270779999999,-2.61572790000002
1504,"Bristol Clifton Down",51.46441420000001,-2.60927860000004
1505,"Bristol Coach Station",51.458843200000004,-2.59339729999999
1506,"Bristol Emersons Green",51.4910815,-2.47339729999999
1507,"Bristol Keynsham Church",51.4172818,-2.49956010000005
1508,"Bristol Longwell Green",51.4482945,-2.4997757999999504
1509,"Bristol Retail Parks",51.43086599999999,-2.54230840000002
1510,"Bristol Saltford The Crown",51.4011005,-2.4559563000000297
1511,"Bristol Stoke Gifford",51.517958,-2.5481651999999704
1512,"Bristol University Queens Road",51.456568299999994,-2.60636640000007
1513,"Brixham",50.394063200000005,-3.5164432999999904
1514,"Brno Benesova Bahnhof",49.19319489999999,16.6149471
1515,"Brno Busbahnhof Zvonarka",49.186870500000005,16.61871250000002
1516,"Broadstairs",51.364024,1.42180630000007
1517,"Brügge Hbf",51.1986019,3.2180227000000095
1518,"Brüssel",50.8603185,4.36092859999997
1519,"Brüssel CCN Gare du Nord",50.86119679999999,4.3589994000000205
1520,"Brüssel Gare du Midi",50.8354511,4.33360930000004
1521,"Brüssel Hbf",50.8463477,4.35771669999997
1522,"Brzesko Dworzec PKS",49.96973,20.60986690000004
1523,"Brzozów",49.7051964,22.02170869999998
1524,"Brzozów 3 Maja",49.687321000000004,22.028389000000058
1525,"Bucuresti",44.420770000000005,26.065853400000037
1526,"Bucuresti Bhf Nord",44.446831,26.07817799999998
1527,"Bucuresti Militari bus station",44.4267674,26.10253839999996
1528,"Budapest Airport Ferihegy",47.4502882,19.235419500000038
1529,"Budapest Albert Florian",47.4725903,19.09685360000003
1530,"Budapest Keleti Kerepesi",47.499565999999994,19.084432999999997
1531,"Budapest Népliget",47.475034,19.098819
1532,"Budapest Népliget M",47.476276,19.10017700000003
1533,"Budapest Orange Ways",47.47571,19.09719100000007
1534,"Budva Hotel Slovenska Plaza",42.2872685,18.842136100000058
1535,"Budva ZOB",42.291033500000005,18.83891340000002
1536,"Bugojno",44.0534854,17.44612949999998
1537,"Bugojno ZOB",44.055828000000005,17.445573999999972
1538,"Buje",45.407316,13.661245
1539,"Bukarest Filaret",44.414617299999996,26.09201729999995
1540,"Bukarest OMV Iuliu Maniu",44.435601399999996,25.974689600000033
1541,"Bukarest Timpuri Noi",44.4161749,26.11328879999996
1542,"Bük Hotel Piroska",47.3756953,16.76356499999997
1543,"Bungary",52.456626899999996,1.43525560000001
1544,"Burgas Central Bus Station West",42.5030647,27.458130200000035
1545,"Burgas Lukoil petrol station",42.537873499999996,27.4745468
1546,"Burnham-on-Sea",51.234213700000005,-2.99821040000006
1547,"Burnley Central Coach Station",53.788771700000005,-2.23971900000004
1548,"Burraton Cross",50.4132725,-4.229696699999979
1549,"Burton upon Trent",52.801449,-1.6349013000000199
1550,"Bury St Edmunds Coach Station",52.2484451,0.7114142000000401
1551,"Busbahnhof Lampugnano",45.489717999999996,9.127609
1552,"Busovača",44.09869820000001,17.880445900000037
1553,"Bütow",54.17134670000001,17.48759040000005
1554,"Buxton",53.2563421,-1.91403549999995
1555,"Buzău Customs",45.1708789,26.81531510000002
1556,"Byala Tornado Dil Tankstelle",42.8778598,27.8795325
1557,"Bydgoszcz ZOB",53.1233301,18.016651599999932
1558,"Bytom Bahnhof",50.3446152,18.91296480000005
1559,"Bytom Museum",50.34901869999999,18.9265805
1560,"Bytom ZOB",50.34385770000001,18.91469600000005
1561,"Cacak ZOB",43.890453799999996,20.354787699999967
1562,"Caernarfon",53.1402254,-4.27285879999999
1563,"Cahors n°58",44.342980600000004,1.4869741999999602
1564,"Caianello",41.3066561,14.09819489999995
1565,"Cairnryan Stena Line",54.9311453,-4.983170299999981
1566,"Cakovec ZOB",46.391599,16.434534
1567,"Calais Cite Europe",50.9357617,1.8109517000000301
1568,"Calais Eurotunnel",50.9341365,1.81455800000003
1569,"Caldas Da Rainha Bombeiros",39.409819399999996,-9.13717299999996
1570,"Calella",41.6171,2.6580999999999904
1571,"Calpe Hotel Esmeralda",38.6436469,0.045687600000059995
1572,"Camarthen",51.855668200000004,-4.307938099999999
1573,"Camborne",50.21339570000001,-5.297232099999969
1574,"Cambridge City Centre",52.203287700000004,0.12938269999995
1575,"Cambridge P+R",52.213496299999996,0.08781279999994
1576,"Cambridge Trumpington",52.1730915,0.11353940000004
1577,"Cambridge Trumpington P+R",52.168412200000006,0.11040360000003999
1578,"Campagna",40.6095213,15.114961999999991
1579,"Campulung Moldovenesc",47.5274292,25.5670556
1580,"Canet de Mar",41.5868396,2.58141339999997
1581,"Canterburry Bus Station",51.2763482,1.08234800000002
1582,"Canterburry P+R",51.2633717,1.10082310000007
1583,"Caorle ZOB",45.602843,12.885207000000038
1584,"Capel Bangor",52.4044884,-3.98266650000005
1585,"Capel del Ferne",51.10145479999999,1.20976240000005
1586,"Capel St Mary",52.003546,1.05800790000001
1587,"Capljina",43.109934100000004,17.69845429999998
1588,"Capriate S.G.",45.608216999999996,9.54110000000003
1589,"Caransebes Bhf",45.4201071,22.19562289999999
1590,"Carbis Bay",50.193036299999996,-5.462767500000041
1591,"Carcassonne",43.2154584,2.3477847
1592,"Cardiff Castle Street",51.4809946,-3.18173849999994
1593,"Cardiff Gabalfa Interchange",51.503547999999995,-3.1973375999999702
1594,"Cardiff Sophia Gardens",51.484658700000004,-3.1913008999999906
1595,"Cardiff University",51.4890659,-3.17981110000005
1596,"Carlisle",54.8941184,-2.93250839999996
1597,"Carnforth",54.12754270000001,-2.7693203
1598,"Carparkplatz am Sihlquai",47.38075,8.537569
1599,"Casalecchio Garibaldi",44.47824689999999,11.277379699999981
1600,"Caserta Nord",41.075373600000006,14.303667600000038
1601,"Cassino",41.485309,13.832052
1602,"Castelo Branco Bus station",39.8184714,-7.490772699999981
1603,"Castel San Giorgio",40.7727363,14.665930600000019
1604,"Castle Douglas",54.938045900000006,-3.9336667000000003
1605,"Catanzaro Lido",38.822212,16.612541800000027
1606,"Catterick",54.377225,-1.6309
1607,"Cattolica Stazione FS",43.960502000000005,12.74454300000002
1608,"Caussade n°59",44.34267990000001,1.49284739999996
1609,"Cavez",41.49600849999999,-7.92544309999994
1610,"Cayton Bay Park Resorts",54.240632,-0.36701500000004
1611,"Cazin ZOB",44.965143,15.923639000000001
1612,"Celje",46.231845,15.26814239999999
1613,"Celorico da Beira",40.6344224,-7.39224590000003
1614,"Centrale - Parcheggio",43.7758893,11.2490827
1615,"Central station",54.5948933,-5.91644290082143
1616,"Ceprano A1",41.5440637,13.50898189999998
1617,"Cervia - Milano Marittima",44.25921659999999,12.34903780000002
1618,"Cetinje ZOB",42.39066210000001,18.9270209
1619,"Chadderton",53.54547410000001,-2.14621729999999
1620,"Chaika Hotel Detelina",43.2578249,28.0259499
1621,"Chalford",51.721621999999996,-2.15660200000002
1622,"Chalon",46.78159600000001,4.843389
1623,"Châlons-en-Champagne Gare",48.9547609,4.34858669999994
1624,"Chambery ZOB",45.571318,5.919549999999959
1625,"Chanas 12",45.314665399999996,4.811985300000059
1626,"Chapel St Leonards",53.224516,0.33634299999994
1627,"Charkiw südlicher HBF",49.9330745,36.243829499999954
1628,"Châtellerault Nord (Campanile Hotel)",46.839013,0.545475
1629,"Chaves Caserne des pompiers",41.7365051,-7.46302679999997
1630,"Chelmsford",51.73642,0.46686000000000005
1631,"Cheltenham",51.8994896,-2.07817260000002
1632,"Cheltenham Arle Court",51.8950463,-2.12650880000001
1633,"Cheltenham Charlton Kings",51.8771339,-2.05380739999998
1634,"Chemnitz Center",50.8641426,12.86677669999995
1635,"Chemnitz Hbf",50.838426500000004,12.92891209999993
1636,"Chemnitz Mitte",50.8653033,12.862231199999998
1637,"Chemnitz ZOB",50.8406,12.92707999999993
1638,"Chepstow",51.640674,-2.6777939999999503
1639,"Cheshire Oaks",53.26461699999999,-2.880582
1640,"Chessy Gare",48.8710216,2.78195529999994
1641,"Chester",53.1919964,-2.89395839999997
1642,"Chesterfield",53.2340887,-1.4285408000000601
1643,"Chester-le-Street",54.858752,-1.57490299999995
1644,"Chester Zoo",53.226372999999995,-2.88969900000006
1645,"Chiaravalle Centrale",38.6810854,16.41020700000001
1646,"Chichester",50.832001,-0.7803020000000099
1647,"Chieti (Piazzale Stazione FS)",42.356888,14.138587
1648,"Chippenham",51.4591775,-2.11790689999998
1649,"Chippenham Sainsburys",51.447872499999995,-2.14745549999998
1650,"Chișinău ZOB",47.012817999999996,28.85990519999996
1651,"Chisineu Cris",46.523187,21.5177109
1652,"Chmelnizki",49.427434999999996,27.03370100000007
1653,"Chmelnyckyj",49.427209999999995,27.03412800000001
1654,"Chojnice PKP",53.690328,17.57115299999998
1655,"Cholet (central bus station )",47.066761,-0.872033
1656,"Chorley",51.7948653,-2.6592797000000696
1657,"Chorzów Stacja",50.279090999999994,18.95256900000004
1658,"Chorzow Stacja Madeltrans",50.27361,18.95451189999994
1659,"Chorzów Theater",50.296539200000005,18.95571740000003
1660,"Chrzanów Shell",50.143963899999996,19.41802699999994
1661,"Chur Obere Au",46.857915999999996,9.506639199999999
1662,"Ciechocinek",52.880379299999994,18.788894100000004
1663,"Cieszyn",49.7499429,18.6390609
1664,"Cieszyn Graniczna",49.7652345,18.624303999999942
1665,"Cirencester",51.716731,-1.96068200000002
1666,"Citluk",43.2280211,17.696740500000033
1667,"Clacton-on-Sea",51.793702,1.15418699999998
1668,"Clausthal Zellerfeld",51.8125528,10.33322780000003
1669,"Cleethorpes",53.560621999999995,-0.03133400000002
1670,"Clevedon",51.435454299999996,-2.85189709999997
1671,"Cliftonville",51.385937,1.40875700000004
1672,"Cliftonville Eastern Esplanade",51.390935999999996,1.39675
1673,"Cluj Hbf",46.784397999999996,23.588144999999944
1674,"Cluj Napoca",46.786382,23.581360000000018
1675,"Coalville",52.7258218,-1.3746565000000102
1676,"Cockermouth",54.6612334,-3.36744699999997
1677,"Codlea",45.69694439999999,25.44388890000005
1678,"Coimbra-B",40.22335770000001,-8.4402549
1679,"Colchester",51.88717699999999,0.90100099999995
1680,"Colmar Gare SNCF",48.0737552,7.3477901
1681,"Colne",53.8567338,-2.16617740000004
1682,"Cologne central station (Public Transport via Leverkusen)",50.943174,6.958516
1683,"Colwyn Bay",53.296041,-3.7305360000000296
1684,"Como A9",45.786356700000006,9.06096350000007
1685,"Como Centro",45.783894399999994,9.06912190000003
1686,"Como Nord Camerlata",45.7849786,9.07932900000003
1687,"Coningsby",53.1077291,-0.17036229999997002
1688,"Copperhouse",50.190983,-5.411219999999959
1689,"Corby",52.488014,-0.69932500000004
1690,"Corfe Castle",50.637851500000004,-2.05630270000006
1691,"Cork Parnell Place",51.898912100000004,-8.46737759999996
1692,"Corse Staunton",51.958979299999996,-2.30460070000004
1693,"Corsham",51.434523999999996,-2.19788900000003
1694,"Cosenza A3",39.3054888,16.245057800000037
1695,"Cosham",50.8442289,-1.06935659999999
1696,"Cottbus ZOB",51.75343489999999,14.331744800000019
1697,"Coventry",52.4100104,-1.50595629999998
1698,"Covilha Tortosendo",40.2221304,-7.5045768
1699,"Cowplain",50.894146000000006,-1.01853700000004
1700,"Crewe",53.098314,-2.4430620000000496
1701,"Cricklade",51.63991979999999,-1.8471936999999299
1702,"Crikvenica ZOB",45.172498100000006,14.6922624
1703,"Cross Hands",51.7950016,-4.086606200000009
1704,"Crowden",53.4862726,-1.9014270000000102
1705,"Crowlas",50.1480785,-5.47482190000005
1706,"Crowne Plaza Heathrow",51.499111,-0.45441299999992996
1707,"Cullompton",50.860794,-3.3868479999999903
1708,"Cuprija ZOB",43.9340777,21.374013600000012
1709,"Czaplinek",53.558235200000006,16.23278310000001
1710,"Czechowice-Dziedzice Dworzec PKS",49.91441649999999,19.00597249999998
1711,"Czechowice-Dziedzice Lukoil",49.92840700000001,18.99125200000003
1712,"Czersk Parkplatz",53.79621299999999,17.968374900000068
1713,"Czersk PKP",53.800298,17.972293900000068
1714,"Częstochowa  BP",50.77922879999999,19.14554629999998
1715,"Czestochowa ZOB",50.805831299999994,19.119900400000013
1716,"Człuchów PKS",53.66878209999999,17.36075099999994
1717,"Dakovo ZOB",45.3065144,18.41736590000005
1718,"Darlington",54.523657299999996,-1.55408469999998
1719,"Darmstadt Hbf Poststr.",49.873286,8.631069
1720,"Darmstadt Hbf Zweifalltorweg",49.870870000000004,8.628387
1721,"Dartford Bluewater Shopping Centre",51.4380519,0.27544820000003
1722,"Darwen",53.695477000000004,-2.46719099999996
1723,"Dawlish",50.580090500000004,-3.4660708999999796
1724,"Deal",51.222136,1.40342099999998
1725,"Debica Bhf",50.05399689999999,21.40538530000003
1726,"Deggendorf Bhf",48.839321000000005,12.950188
1727,"Dej Bhf",47.1185917,23.89347959999998
1728,"Den Haag Busstation",52.068764,4.32223
1729,"Den Haag CS - Busplatform",52.0814345,4.32225570000003
1730,"Denia",38.8379129,0.09046710000007
1731,"Derby",52.9220287,-1.47120129999996
1732,"Dereham",52.68192220000001,0.9405100000000199
1733,"Derventa ZOB",44.9779079,17.906594799999986
1734,"Desenzano del Garda",45.4690315,10.54212619999998
1735,"Desenzano Del Garda A4",45.4408386,10.515852200000039
1736,"Despotovac AS",44.0960825,21.44171040000003
1737,"Dessau ZOB",51.83969339999999,12.23532709999995
1738,"Deva Bhf",45.883532,22.91008499999998
1739,"Devizes",51.354172,-1.9958580000000001
1740,"Dewsbury",53.689834,-1.63174800000002
1741,"Dierhagen Strand",54.290420999999995,12.335109
1742,"Dijon Hbf",47.3236042,5.0280807000000305
1743,"Dimitrovgrad",42.0571408,25.58631409999998
1744,"Disneyland Hotel Cheyenne",48.874249,2.792092
1745,"Disneyland Hotel Disneyland",48.870177000000005,2.7798830000000003
1746,"Disneyland Hotel Newport Bay",48.865421000000005,2.7896009999999998
1747,"Disneyland Hotel New York",48.870911,2.787734
1748,"Disneyland Hotel Santa Fe",48.873212,2.79434
1749,"Disneyland Hotel Sequoia Lodge",48.868603,2.789893
1750,"Diss",52.37381,1.10655999999995
1751,"Distington",54.59728399999999,-3.5390660000000502
1752,"Djakovo",45.306643,18.416458
1753,"Djurdjevac",46.030999,17.065426000000002
1754,"Dnipropetrowsk Busbahnhof",48.474655,35.009893000000034
1755,"Dnipropetrowsk ZOB",48.464717,35.04618299999993
1756,"Doboj",44.730031,18.08757160000005
1757,"Dobrich Rayko Tsonchev",43.565178100000004,27.830046199999966
1758,"Dobwalls",50.457622,-4.517104000000019
1759,"Dohna Gewerbegebiet",50.94777,13.862709999999991
1760,"Dole-Choisey (Parking next to the tollgate/péage)",47.064098,5.447277
1761,"Domaradz",49.7955657,21.944296200000053
1762,"Domat / Ems",46.833912700000006,9.44768610000006
1763,"Doncaster",53.52333059999999,-1.13848910000002
1764,"Donja Livadica",44.355249,21.13836850000007
1765,"Donji Miholjac",45.76160489999999,18.16074520000007
1766,"Donji Vakuf",44.1382021,17.393202600000002
1767,"Dorchester",50.7092494,-2.4379025000000603
1768,"Dornbirn Messestr.",47.4122076,9.71313190000001
1769,"Dortmund Steinstr.",51.520140000000005,7.459491000000001
1770,"Dortmund ZOB",51.520590000000006,7.457920000000059
1771,"DoubleTree by Hilton Hotel",51.48000820000001,-0.41211309999994
1772,"Dover Ferry Port",51.126611100000005,1.32817030000001
1773,"Dover Town Centre",51.127705999999996,1.31309299999998
1774,"Drenovci Bozo",44.9194445,18.91017310000007
1775,"Dresden Aral",51.02019749999999,13.730565699999941
1776,"Dresden Bayrische Straße",51.038990000000005,13.73226
1777,"Dresden Flughafen Bussonderfahrtenstände",51.1231997,13.766515499999972
1778,"Dresden Hbf",51.038990000000005,13.73226
1779,"Dresden Riegel Platz",51.083290000000005,13.685789999999999
1780,"Driffield",54.001953,-0.43543899999997
1781,"Drvenik",43.157949,17.247030200000037
1782,"Dübendorf Sportanlage",47.4081599,8.63671769999996
1783,"Dublin Busáras Bus Station",53.34971179999999,-6.252540800000019
1784,"Dublin Port",53.35182629999999,-6.21053259999997
1785,"Dubrovnik Bushaltestelle",42.6490149,18.095265000000037
1786,"Dubrovnik ZOB",42.6632032,18.0833576
1787,"Dudley",52.5110946,-2.07914449999998
1788,"Duisburg Hbf (Bahnsteig)",51.429784999999995,6.77590299999997
1789,"Duisburg Hbf Otto-Keller-Strasse",51.42880840000001,6.777219899999981
1790,"Duisburg ZOB",51.43138,6.774699999999941
1791,"Dumfries",55.0687471,-3.6158699000000096
1792,"Dundee",56.46331729999999,-2.9659295999999795
1793,"Dungarvan",52.08982,-7.618169999999959
1794,"Durdevak",46.0307494,17.065282700000008
1795,"Durham",54.777314000000004,-1.5822090000000302
1796,"Düsseldorf Flughafen",51.290265999999995,6.789301799999981
1797,"Düsseldorf ZOB",51.2223151,6.79472580000004
1798,"Dvoriste",44.0932296,21.5049219
1799,"Dźwirzyno Hotel Akces",54.159729000000006,15.407195000000002
1800,"Eastbourne",50.76932499999999,0.28189159999999
1801,"East Grinstead",51.12406900000001,-0.07800369999995
1802,"East Midlands Airport",52.826308,-1.32703800000002
1803,"East Taphouse",50.4445164,-4.5593212
1804,"easyHotel Heathrow",51.489567,-0.43119100000001
1805,"Edinburgh Bus Station",55.955667000000005,-3.19168709999997
1806,"Edinet ZOB",48.179431,27.3099168
1807,"Ehrwald (Kirchplatz)",47.398842,10.918808
1808,"Eindhoven Central Station",51.4418198,5.48106269999994
1809,"Eindhoven Parking P1",51.4448532,5.484970299999991
1810,"Eindhoven Stationsweg",51.4419888,5.481354000000009
1811,"Eisenach Hof Eisenach",50.9759126,10.313572700000009
1812,"Eisenach Julius-Lippold-Straße",50.98537,10.31200000000001
1813,"Eisenach Uferstraße",50.978095,10.32716500000004
1814,"Elbląg PKS",54.153597700000006,19.414660200000068
1815,"Ellesmere Port",53.276335100000004,-2.9013793999999997
1816,"Emden ZOB",53.36951999999999,7.19724999999994
1817,"Emstek/Cloppenburg (Autohof)",52.811851,8.215755
1818,"Enschede Hbf",52.22201810000001,6.888925400000059
1819,"Erfurt Flughafen Erfurt - Weimar",50.974790999999996,10.96231109999997
1820,"Erfurt Intercity Hotel",50.973397999999996,11.039356
1821,"Erfurt Kurt-Schuhmacher-Str.",50.97406119999999,11.04007630000001
1822,"Erfurt ZOB",50.973088,11.037674000000038
1823,"Erlangen Bhf",49.5958014,11.002039700000068
1824,"Erstfeld",46.8362562,8.63501659999997
1825,"Eschede Wenninkgaarde",52.2224983,6.895869500000001
1826,"Essen Hauptbahnhof",51.450293,7.0151449999999995
1827,"Essen Hbf (Bahnsteig)",51.451355,7.01479300000005
1828,"Essen ZOB",51.450323,7.014689
1829,"Eutin ZOB",54.133342299999995,10.610822900000018
1830,"Evesham",52.091689,-1.94962699999996
1831,"Exeter",50.7251586,-3.47159379999994
1832,"Exeter Bus and Coach Stn",50.725724,-3.5248424000000096
1833,"Fabrizia",38.483877,16.300469000000017
1834,"Fafe bus station",41.448808,-8.1754608
1835,"Fafe Parkplatz",41.447927299999996,-8.175301799999941
1836,"Fagaras",45.843203499999994,24.970443299999943
1837,"Failsworth",53.50525099999999,-2.17226200000005
1838,"Falerna A3",39.0033683,16.13177580000001
1839,"Falmouth",50.154641,-5.072899000000009
1840,"Fano Stazione FS",43.842288,13.02497800000003
1841,"Fareham",50.85205620000001,-1.17942219999998
1842,"Farnborough Hampshire",51.2905228,-0.75438299999996
1843,"Farnham",51.214732,-0.7977869999999699
1844,"Fažana City Center",44.9271263,13.803388499999981
1845,"Felbridge",51.139734000000004,-0.03945999999996
1846,"Felixstowe",51.9666664,1.35280699999998
1847,"Felpham",50.79393880000001,-0.63917270000002
1848,"Fidenza A1",44.866279,10.061595300000018
1849,"Filey",54.20984,-0.29136600000004
1850,"Flensburg HBF",54.775259999999996,9.43618000000004
1851,"Flensburg Scandinavian Park",54.7785813,9.33547499999997
1852,"Flensburg ZOB",54.786285,9.437288
1853,"Flimwell",51.055188,0.44610999999997997
1854,"Flint",53.250476,-3.1348990000000203
1855,"Florenz A1",43.720425,11.223728100000018
1856,"Florenz Autostazione SITA",43.782107,11.256346799999962
1857,"Florenz Bisenzio",43.835413200000005,11.15989009999998
1858,"Florenz Busbahnhof",43.775865,11.246521000000001
1859,"Florenz Piazzale Montelungo",43.78066079999999,11.246613000000028
1860,"Flüelen Bhf",46.901554499999996,8.624204999999959
1861,"Flughafen Berlin",52.55737385,13.2805095220741
1862,"Flughafen Lissabon Terminal Chegadas",38.7701857,-9.12765690000003
1863,"Flums Bhf",47.09624470000001,9.34790299999997
1864,"Focsani Mol",45.679768700000004,27.17971799999998
1865,"Folkestone Eurotunnel",51.09118549999999,1.1243239999999999
1866,"Folkingham",52.889790000000005,-0.40757199999995997
1867,"Folkstone Motorway Service Area",51.095457700000004,1.04960149999999
1868,"Ford Shropshire",52.7131274,-2.86681950000002
1869,"Forest Row",51.09766070000001,0.033636099999970005
1870,"Forlì Bahnhof",44.22365,12.054669999999991
1871,"Fornos de Algodres",40.619977500000005,-7.535908900000001
1872,"Frankfurt Flughafen T1",50.0260725,8.58998329999997
1873,"Frankfurt Flughafen T2",50.052591,8.588401
1874,"Frankfurt Main Hbf (Hauptausgang)",50.106833,8.664417
1875,"Frankfurt Main Hbf (Pforzheimer Str.)",50.104217999999996,8.662466099999959
1876,"Frankfurt Main Hbf (Stuttgarter Str.)",50.1042555,8.66193680000004
1877,"Frankfurt Main Hbf (Südseite)",50.102362,8.655462
1878,"Franzensbad",50.12056399999999,12.348310500000029
1879,"Frascineto A3",39.832055600000004,16.25539690000005
1880,"Frauenfeld Mätteli",47.5533535,8.89938259999997
1881,"Freckleton",53.75453599999999,-2.86773900000003
1882,"Freiburg  ZOB",47.996562100000006,7.841174400000001
1883,"Freilassing (bus station)",47.836267,12.977969
1884,"Fremington",51.0718738,-4.12297620000004
1885,"Fridaythorpe",54.019721600000004,-0.66629609999995
1886,"Frinton-on-Sea",51.83807589999999,1.2416187
1887,"Frinton-on-Sea Central Av",51.842273999999996,1.25548800000001
1888,"Frome",51.23137999999999,-2.32109600000001
1889,"Frosinone",41.63483,13.328439999999999
1890,"Froxfield",51.4108454,-1.5724424
1891,"Fügen",47.3453875,11.85286859999997
1892,"Fulda ZOB",50.553932,9.68404550000003
1893,"Fulwood",53.7842894,-2.72482119999995
1894,"Fundão Gasolina Galp",40.143488299999994,-7.498070500000041
1895,"Gacko",43.1674297,18.53567450000003
1896,"Galgate",53.99286120000001,-2.7888289999999603
1897,"Gare de Guillemins",50.623994,5.568697
1898,"Gare du Nord",48.8815693,2.3543567
1899,"Gare Int. de Paris Gallieni",48.865595,2.414658
1900,"Gatwick Airport London North Terminal",51.1615886,-1.76656779999996
1901,"Gatwick Airport London South Terminal",51.1578552,-0.1601412
1902,"Gdansk Airport",54.38083659999999,18.46843319999994
1903,"Gdansk PKP",54.355332700000005,18.64447829999995
1904,"Gdańsk PKS",54.356381000000006,18.642682999999998
1905,"Gdynia PKS",54.5213044,18.5297726
1906,"Gelsenkirchen ZOB",51.5058784,7.101544699999981
1907,"Genf Gare Routiere",46.208290000000005,6.1466837000000405
1908,"Genk Hbf",50.9662987,5.496146400000041
1909,"Gent Dampoort",51.056375300000006,3.7395702000000006
1910,"Genua Marittima",44.4149768,8.91962990000002
1911,"Genua Piazza della Vittoria",44.403335999999996,8.9444456
1912,"Gera Hbf",50.882870000000004,12.07755999999995
1913,"Gera McDonalds",50.9084509,12.061410900000059
1914,"Gera Tinzer Strasse",50.90403999999999,12.071639999999999
1915,"Gevgelija",41.1435469,22.510944699999982
1916,"Gießen am Mathematikum",50.5812302,8.66608210000004
1917,"Gillingham Kent",51.340916,0.57349199999999
1918,"Giraltovce AS",49.11674118041992,21.52020263671875
1919,"Giulianova",42.751553,13.965222
1920,"Giurgiu Mol",43.911713000000006,25.97040200000004
1921,"Givors Café",45.5914452,4.773068299999981
1922,"Glasgow",55.86520900000001,-4.25033600000006
1923,"Glastonbury town centre",51.146909,-2.71783200000004
1924,"Gleisdorf Bhf",47.0998317,15.70844080000006
1925,"Gliwice A4",50.3119172,18.551837400000068
1926,"Gliwice Pionierow",50.31494779999999,18.660935000000002
1927,"Gloucester",51.865525,-2.24104299999999
1928,"Gloucester Longlevens",51.873622999999995,-2.21173199999998
1929,"Göhren Hotel Best Western Alexa",54.34188880000001,13.73738320000007
1930,"Göhren Kleinbahn Bhf",54.346155,13.734788
1931,"Golden Cross",50.8913484,0.18320770000002998
1932,"Goldstrand Hotel Dana Palace",43.289136299999996,28.03829139999994
1933,"Goldstrand Hotel Edelweiss",43.2979864,28.043955800000052
1934,"Goldstrand Hotel Riviera Holiday Club",43.273615500000005,28.03994510000007
1935,"Goldstrand Tankstelle",43.2827715,28.033021700000056
1936,"Goleniów Wojska Polskiego",53.56716300000001,14.82397830000002
1937,"Gölirtz Bhf Nordausgang",51.14781000000001,14.97818000000007
1938,"Goring-by-Sea",50.814498,-0.42661799999996
1939,"Gorleston-on-Sea",52.57815799999999,1.7274380000000102
1940,"Gorlice",49.6644067,21.16265870000007
1941,"Görlitz Bhf",51.14718999999999,14.979800000000068
1942,"Görlitz Hornbach",51.190757700000006,14.95718599999998
1943,"Gornji Milanovac",44.024083000000005,20.45603870000002
1944,"Gorseinon",51.66826100000001,-4.04150270000002
1945,"Gorzow Wielkopolski PKS",52.727875899999994,15.22652429999994
1946,"Goslar ZOB",51.91011659999999,10.42219739999996
1947,"Göteborg Nils Ericson CS",57.71597220000001,11.983610600000018
1948,"Göttingen ZOB",51.53472,9.926490000000062
1949,"Graal-Müritz Bhf",54.249399,12.244745
1950,"Grabovac",44.210323100000004,21.2379631
1951,"Gracanica ZOB",44.704458,18.30937
1952,"Gradac INA Tankstelle",43.1058101,17.34861430000001
1953,"Grampound",50.298699000000006,-4.900657000000019
1954,"Grantham",52.90965,-0.64215799999999
1955,"Grasmere",54.4543186,-3.01717689999998
1956,"Graz Airport",46.9963724,15.444531999999981
1957,"Graz Hbf",47.0727907,15.417093300000028
1958,"Graz ZOB",47.069167799999995,15.436243399999972
1959,"Great Clacton",51.8035,1.1567569999999698
1960,"Great Holland",51.82743499999999,1.2086629999999998
1961,"Great Yarmouth",52.607457,1.72927720000007
1962,"Greding Bahnhofstr.",49.042615999999995,11.3494445
1963,"Greenfield Flintshire",53.291498600000004,-3.2127654999999304
1964,"Greenhill Bridge",51.3656166,1.1103243
1965,"Greifswald Hbf",54.09406,13.370650000000069
